2025-02-14,0.11891769305229188,0.21374886095143017
2025-03-01,0.1754,0.32013452607850135
2025-03-02,0.17995,0.3271678507558399
2025-03-03,0.18985,0.3395048517141712
2025-03-04,0.2407,0.38287655899422146
2025-03-05,0.2324,0.3759313946459317
2025-03-06,0.23235,0.35852183805612037
2025-03-06,0.24214999999999998,0.3692566891922827
2025-03-06,0.24945,0.3782387005167099
2025-03-06,0.2492,0.3757187886417877
2025-03-07,0.23570000000000002,0.36711743533268604
2025-03-10,0.28300000000000003,0.4330164895752696
2025-03-11,0.3049,0.452577236070051
